"Country","WHO_region","Week_order","humidity","temperature","windspeed","people_fully_vaccinated_per_100","stringency_index","population_density","median_age","gdp_per_capita","New_cases_per_100000","pm2.5level"
"Serbia","Europe","9",79.7,-1,1.45,46.9,28.7,80.291,41.2,14048.881,1565.79006153927,"Healthy"
"Serbia","Europe","10",70.7,0.5,2.55,47.02,28.7,80.291,41.2,14048.881,1696.15371909702,"Healthy"
"Serbia","Europe","11",76.5,1.1,1.75,47.11,28.7,80.291,41.2,14048.881,1578.21812177083,"Unhealthy"
"Serbia","Europe","12",69.5,3.1,1.75,47.2,35.0514285714286,80.291,41.2,14048.881,1123.95360171443,"Healthy"
"Serbia","Europe","13",62.8,6,2.85,47.25,36.11,80.291,41.2,14048.881,644.148981299262,"Healthy"
"Serbia","Europe","14",59,9,1.65,47.345,36.11,80.291,41.2,14048.881,391.54210834911,"Healthy"
"Serbia","Europe","15",62,6,2.8,47.4,36.11,80.291,41.2,14048.881,259.548541252792,"Healthy"
"Russian Federation","Europe","3",64,-1.25,3.9,37.7114285714286,60.65,8.823,39.6,24765.954,147.543017394413,"Healthy"
"Russian Federation","Europe","4",71.25,-7.35,2.8,39.4285714285714,58.7985714285714,8.823,39.6,24765.954,135.625562093849,"Healthy"
"Russian Federation","Europe","5",77.8,-5.5,2.75,41.12,52.8414285714286,8.823,39.6,24765.954,121.463603595323,"Healthy"
"Russian Federation","Europe","6",73.5,-14.25,3,42.7814285714286,54.17,8.823,39.6,24765.954,100.023286635011,"Healthy"
"Russian Federation","Europe","7",78.8,-13.3,2.8,44.3433333333333,54.17,8.823,39.6,24765.954,77.3637418306766,"Healthy"
"Russian Federation","Europe","8",75.55,-7.55,2.5,45.48,54.17,8.823,39.6,24765.954,104.641823139152,"Healthy"
"Russian Federation","Europe","9",76,-12.2,3.6,46.0175,51.7871428571429,8.823,39.6,24765.954,208.794995658411,"Healthy"
"Russian Federation","Europe","10",78.3,-13.8,2.5,46.7233333333333,48.61,8.823,39.6,24765.954,430.955579520377,"Healthy"
"Russian Federation","Europe","11",75.7,-13.5,1.5,47.336,48.61,8.823,39.6,24765.954,735.450708783955,"Healthy"
"Russian Federation","Europe","12",79.1,-7.4,1.8,47.6675,48.61,8.823,39.6,24765.954,906.978727222353,"Healthy"
"Russian Federation","Europe","13",66.5,-16.5,2,48.0471428571429,48.61,8.823,39.6,24765.954,847.709450561928,"Healthy"
"Russian Federation","Europe","14",75.5,-7.8,3.6,48.455,40.28,8.823,39.6,24765.954,630.994614001031,"Healthy"
"Russian Federation","Europe","15",74,-3.5,4,48.9275,40.28,8.823,39.6,24765.954,445.844003176106,"Healthy"
"Sweden","Europe","3",90.5,-5.4,2.65,69.92,19.44,24.718,41,46949.283,175.095685018315,"Healthy"
"Sweden","Europe","4",86,0,1.5,70.62,19.44,24.718,41,46949.283,225.882291802717,"Healthy"
"Sweden","Europe","5",86,4.1,3.25,71.31,19.44,24.718,41,46949.283,287.013224891461,"Healthy"
"Sweden","Europe","6",87,-5,2.3,71.94,19.44,24.718,41,46949.283,516.714354568664,"Healthy"
"Sweden","Europe","7",93.4,1.5,2.5,72.2,36.3714285714286,24.718,41,46949.283,986.903846681927,"Healthy"
"Sweden","Europe","8",90.75,0.5,2.65,72.37,49.07,24.718,41,46949.283,1504.15953136166,"Healthy"
"Sweden","Europe","9",86.55,2.25,4.6,72.63,49.07,24.718,41,46949.283,2318.1034863726,"Healthy"
"Sweden","Europe","10",77.1,1.65,3.95,73.16,51.72,24.718,41,46949.283,2798.68651661849,"Healthy"
"Sweden","Europe","11",87.6,3,4.85,73.59,51.9857142857143,24.718,41,46949.283,2018.25581666586,"Healthy"
"Sweden","Europe","12",84.95,-0.75,2.8,73.85,50,24.718,41,46949.283,870.015912152556,"Healthy"
"Sweden","Europe","13",78,2.75,5.25,74.06,50,24.718,41,46949.283,227.19132643495,"Healthy"
"Sweden","Europe","14",87.5,2.25,3.8,74.26,28.1714285714286,24.718,41,46949.283,178.481458803942,"Healthy"
"Sweden","Europe","15",80.75,1.5,3.85,74.43,19.44,24.718,41,46949.283,133.098310764625,"Healthy"
"Thailand","South-East Asia","3",64,25,3,57.2414285714286,55.09,135.132,40.1,16277.671,39.1775115679805,"Healthy"
"Thailand","South-East Asia","4",70,25,2,60.4316666666667,42.3957142857143,135.132,40.1,16277.671,32.711542408266,"Healthy"
"Thailand","South-East Asia","5",65,25.5,2.5,61.8857142857143,40.28,135.132,40.1,16277.671,26.3642279998795,"Healthy"
"Thailand","South-East Asia","6",66,26,2.3,63.3171428571429,44.58,135.132,40.1,16277.671,28.0025213133954,"Unhealthy"
"Thailand","South-East Asia","7",73.3,27,2.4,64.72,46.3,135.132,40.1,16277.671,57.1715760856295,"Healthy"
"Thailand","South-East Asia","8",73.5,26,1.7,66.0385714285714,46.3,135.132,40.1,16277.671,78.5337200506115,"Healthy"
"Thailand","South-East Asia","9",81,26,2,66.8171428571429,50.93,135.132,40.1,16277.671,75.7889354415795,"Healthy"
"Thailand","South-East Asia","10",78,26,2.3,67.8885714285714,48.2828571428571,135.132,40.1,16277.671,78.6752480070148,"Healthy"
"Thailand","South-East Asia","11",80.5,27,2,68.7357142857143,48.4142857142857,135.132,40.1,16277.671,92.1604319742018,"Healthy"
"Thailand","South-East Asia","12",80.5,27,2.5,69.38,48.15,135.132,40.1,16277.671,137.70527200501,"Healthy"
"Thailand","South-East Asia","13",78,27.5,2,69.8228571428571,48.15,135.132,40.1,16277.671,170.102307843491,"Healthy"
"Thailand","South-East Asia","14",80.5,27,2.3,70.2142857142857,48.15,135.132,40.1,16277.671,224.873626971534,"Healthy"
"Thailand","South-East Asia","15",55.5,26.5,2.5,70.55,48.15,135.132,40.1,16277.671,224.556261251115,"Healthy"
"Turkey","Europe","3",71.5,10.75,2.8,59.0714285714286,54.63,104.914,31.6,25129.341,165.167545879521,"Healthy"
"Turkey","Europe","4",71,11.5,2.8,59.4342857142857,54.63,104.914,31.6,25129.341,155.199616343482,"Healthy"
"Turkey","Europe","5",87,4.85,2.25,59.7557142857143,54.63,104.914,31.6,25129.341,155.082028405107,"Healthy"
"Turkey","Europe","6",78.55,3.1,2,60.0528571428571,49.07,104.914,31.6,25129.341,273.15090144795,"Healthy"
"Turkey","Europe","7",74,9,2,60.3428571428571,49.07,104.914,31.6,25129.341,467.346205794696,"Healthy"
"Turkey","Europe","8",78.6,8.5,1.75,60.6242857142857,49.07,104.914,31.6,25129.341,571.876003613054,"Healthy"
"Turkey","Europe","9",78,1.75,3,60.9216666666667,49.07,104.914,31.6,25129.341,562.731189645639,"Healthy"
"Turkey","Europe","10",75,-0.75,3,61.1985714285714,53.8357142857143,104.914,31.6,25129.341,654.788434840572,"Healthy"
"Turkey","Europe","11",79,-2,2.15,61.4,54.63,104.914,31.6,25129.341,837.333126253135,"Healthy"
"Turkey","Europe","12",80,3,2.25,61.54,54.63,104.914,31.6,25129.341,804.262694464581,"Healthy"
"Turkey","Europe","13",76.5,4,2,61.6871428571429,54.63,104.914,31.6,25129.341,705.052574978303,"Healthy"
"Turkey","Europe","14",75.8,5,1.9,61.83,59.9228571428571,104.914,31.6,25129.341,636.455299368543,"Healthy"
"Turkey","Europe","15",81,8,2.25,61.95,62.04,104.914,31.6,25129.341,412.531412441858,"Healthy"
"Ukraine","Europe","3",89,2.4,2.5,24.3557142857143,57.41,77.39,41.4,7894.393,141.751794046503,"Healthy"
"Ukraine","Europe","4",98,1,2,26.5471428571429,58.2042857142857,77.39,41.4,7894.393,112.865394208024,"Healthy"
"Ukraine","Europe","5",96,1,2.5,28.1828571428571,60.19,77.39,41.4,7894.393,85.0602788490035,"Healthy"
"Ukraine","Europe","6",86,-5.3,2.2,29.5014285714286,55.4242857142857,77.39,41.4,7894.393,67.6700035719198,"Healthy"
"Ukraine","Europe","7",94.75,-2,2.5,30.5814285714286,51.85,77.39,41.4,7894.393,64.2674083695376,"Healthy"
"Ukraine","Europe","8",92,4,1.5,31.44,51.85,77.39,41.4,7894.393,119.596965243974,"Healthy"
"Ukraine","Europe","9",86,-2.55,2.3,32.0428571428571,61.3728571428571,77.39,41.4,7894.393,236.95544155494,"Healthy"
"Ukraine","Europe","10",82,-1,3.6,32.67,62.96,77.39,41.4,7894.393,425.644184431059,"Healthy"
"Ukraine","Europe","11",87,-1.6,4.1,33.1785714285714,73.28,77.39,41.4,7894.393,555.803228494598,"Healthy"
"Ukraine","Europe","12",86,0,1.8,33.56,75,77.39,41.4,7894.393,555.920559363645,"Healthy"
"Ukraine","Europe","13",86,2.5,2.9,33.9171428571429,75,77.39,41.4,7894.393,448.781371686202,"Healthy"
"Ukraine","Europe","14",74,4,3.2,34.3142857142857,75,77.39,41.4,7894.393,255.882521156021,"Healthy"
"Ukraine","Europe","15",79.1,3.35,2.65,34.7057142857143,75,77.39,41.4,7894.393,92.6338714157663,"Healthy"
