"Date_reported","Country_code","Country","WHO_region","New_cases","Cumulative_cases","New_deaths","Cumulative_deaths"
2021-12-06,"AF","Afghanistan","Eastern Mediterranean",23,157454,0,7312
2021-12-07,"AF","Afghanistan","Eastern Mediterranean",45,157499,4,7316
2021-12-08,"AF","Afghanistan","Eastern Mediterranean",9,157508,1,7317
2021-12-09,"AF","Afghanistan","Eastern Mediterranean",34,157542,2,7319
2021-12-10,"AF","Afghanistan","Eastern Mediterranean",43,157585,2,7321
2021-12-11,"AF","Afghanistan","Eastern Mediterranean",18,157603,3,7324
2021-12-12,"AF","Afghanistan","Eastern Mediterranean",8,157611,1,7325
2021-12-13,"AF","Afghanistan","Eastern Mediterranean",22,157633,3,7328
2021-12-14,"AF","Afghanistan","Eastern Mediterranean",15,157648,0,7328
2021-12-15,"AF","Afghanistan","Eastern Mediterranean",12,157660,1,7329
2021-12-16,"AF","Afghanistan","Eastern Mediterranean",5,157665,2,7331
2021-12-17,"AF","Afghanistan","Eastern Mediterranean",60,157725,1,7332
2021-12-18,"AF","Afghanistan","Eastern Mediterranean",9,157734,0,7332
2021-12-19,"AF","Afghanistan","Eastern Mediterranean",11,157745,1,7333
2021-12-20,"AF","Afghanistan","Eastern Mediterranean",42,157787,2,7335
2021-12-21,"AF","Afghanistan","Eastern Mediterranean",10,157797,0,7335
2021-12-22,"AF","Afghanistan","Eastern Mediterranean",19,157816,0,7335
2021-12-23,"AF","Afghanistan","Eastern Mediterranean",25,157841,6,7341
2021-12-24,"AF","Afghanistan","Eastern Mediterranean",37,157878,5,7346
2021-12-25,"AF","Afghanistan","Eastern Mediterranean",9,157887,2,7348
2021-12-26,"AF","Afghanistan","Eastern Mediterranean",15,157902,4,7352
2021-12-27,"AF","Afghanistan","Eastern Mediterranean",49,157951,2,7354
2021-12-28,"AF","Afghanistan","Eastern Mediterranean",16,157967,0,7354
2021-12-29,"AF","Afghanistan","Eastern Mediterranean",31,157998,1,7355
2021-12-30,"AF","Afghanistan","Eastern Mediterranean",41,158039,1,7356
2021-12-31,"AF","Afghanistan","Eastern Mediterranean",20,158059,0,7356
2022-01-01,"AF","Afghanistan","Eastern Mediterranean",0,158059,0,7356
2022-01-02,"AF","Afghanistan","Eastern Mediterranean",53,158112,0,7356
2022-01-03,"AF","Afghanistan","Eastern Mediterranean",44,158156,5,7361
2022-01-04,"AF","Afghanistan","Eastern Mediterranean",15,158171,3,7364
2022-01-05,"AF","Afghanistan","Eastern Mediterranean",36,158207,2,7366
2022-01-06,"AF","Afghanistan","Eastern Mediterranean",38,158245,1,7367
2022-01-07,"AF","Afghanistan","Eastern Mediterranean",34,158279,1,7368
2022-01-08,"AF","Afghanistan","Eastern Mediterranean",26,158305,0,7368
2022-01-09,"AF","Afghanistan","Eastern Mediterranean",40,158345,1,7369
2022-01-10,"AF","Afghanistan","Eastern Mediterranean",36,158381,4,7373
2022-01-11,"AF","Afghanistan","Eastern Mediterranean",13,158394,0,7373
2022-01-12,"AF","Afghanistan","Eastern Mediterranean",58,158452,1,7374
2022-01-13,"AF","Afghanistan","Eastern Mediterranean",59,158511,2,7376
2022-01-14,"AF","Afghanistan","Eastern Mediterranean",91,158602,0,7376
2022-01-15,"AF","Afghanistan","Eastern Mediterranean",37,158639,0,7376
2022-01-16,"AF","Afghanistan","Eastern Mediterranean",39,158678,2,7378
2022-01-17,"AF","Afghanistan","Eastern Mediterranean",59,158737,1,7379
2022-01-18,"AF","Afghanistan","Eastern Mediterranean",89,158826,2,7381
2022-01-19,"AF","Afghanistan","Eastern Mediterranean",148,158974,2,7383
2022-01-20,"AF","Afghanistan","Eastern Mediterranean",96,159070,3,7386
2022-01-21,"AF","Afghanistan","Eastern Mediterranean",233,159303,0,7386
2022-01-22,"AF","Afghanistan","Eastern Mediterranean",13,159316,0,7386
2022-01-23,"AF","Afghanistan","Eastern Mediterranean",232,159548,4,7390
2022-01-24,"AF","Afghanistan","Eastern Mediterranean",134,159682,3,7393
2022-01-25,"AF","Afghanistan","Eastern Mediterranean",214,159896,0,7393
2022-01-26,"AF","Afghanistan","Eastern Mediterranean",356,160252,4,7397
2022-01-27,"AF","Afghanistan","Eastern Mediterranean",456,160708,4,7401
2022-01-28,"AF","Afghanistan","Eastern Mediterranean",301,161009,2,7403
2022-01-29,"AF","Afghanistan","Eastern Mediterranean",49,161058,0,7403
2022-01-30,"AF","Afghanistan","Eastern Mediterranean",608,161666,4,7407
2022-01-31,"AF","Afghanistan","Eastern Mediterranean",474,162140,2,7409
2022-02-01,"AF","Afghanistan","Eastern Mediterranean",610,162750,5,7414
2022-02-02,"AF","Afghanistan","Eastern Mediterranean",970,163720,3,7417
2022-02-03,"AF","Afghanistan","Eastern Mediterranean",470,164190,1,7418
2022-02-04,"AF","Afghanistan","Eastern Mediterranean",537,164727,2,7420
2022-02-05,"AF","Afghanistan","Eastern Mediterranean",631,165358,0,7420
2022-02-06,"AF","Afghanistan","Eastern Mediterranean",354,165712,5,7425
2022-02-07,"AF","Afghanistan","Eastern Mediterranean",479,166191,7,7432
2022-02-08,"AF","Afghanistan","Eastern Mediterranean",733,166924,10,7442
2022-02-09,"AF","Afghanistan","Eastern Mediterranean",815,167739,12,7454
2022-02-10,"AF","Afghanistan","Eastern Mediterranean",811,168550,11,7465
2022-02-11,"AF","Afghanistan","Eastern Mediterranean",898,169448,12,7477
2022-02-12,"AF","Afghanistan","Eastern Mediterranean",490,169938,5,7482
2022-02-13,"AF","Afghanistan","Eastern Mediterranean",214,170152,6,7488
2022-02-14,"AF","Afghanistan","Eastern Mediterranean",452,170604,6,7494
2022-02-15,"AF","Afghanistan","Eastern Mediterranean",472,171076,7,7501
2022-02-16,"AF","Afghanistan","Eastern Mediterranean",346,171422,3,7504
2022-02-17,"AF","Afghanistan","Eastern Mediterranean",97,171519,9,7513
2022-02-18,"AF","Afghanistan","Eastern Mediterranean",154,171673,11,7524
2022-02-19,"AF","Afghanistan","Eastern Mediterranean",197,171870,5,7529
2022-02-20,"AF","Afghanistan","Eastern Mediterranean",60,171930,5,7534
2022-02-21,"AF","Afghanistan","Eastern Mediterranean",276,172206,7,7541
2022-02-22,"AF","Afghanistan","Eastern Mediterranean",235,172441,8,7549
2022-02-23,"AF","Afghanistan","Eastern Mediterranean",460,172901,25,7574
2022-02-24,"AF","Afghanistan","Eastern Mediterranean",23,172924,1,7575
2022-02-25,"AF","Afghanistan","Eastern Mediterranean",123,173047,3,7578
2022-02-26,"AF","Afghanistan","Eastern Mediterranean",69,173116,3,7581
2022-02-27,"AF","Afghanistan","Eastern Mediterranean",64,173180,7,7588
2022-02-28,"AF","Afghanistan","Eastern Mediterranean",215,173395,5,7593
2022-03-01,"AF","Afghanistan","Eastern Mediterranean",264,173659,5,7598
2022-03-02,"AF","Afghanistan","Eastern Mediterranean",220,173879,11,7609
2022-03-03,"AF","Afghanistan","Eastern Mediterranean",194,174073,8,7617
2022-03-04,"AF","Afghanistan","Eastern Mediterranean",141,174214,2,7619
2022-03-05,"AF","Afghanistan","Eastern Mediterranean",55,174269,1,7620
2022-03-06,"AF","Afghanistan","Eastern Mediterranean",78,174347,2,7622
2021-12-06,"AL","Albania","Europe",328,201730,1,3110
2021-12-07,"AL","Albania","Europe",172,201902,5,3115
2021-12-08,"AL","Albania","Europe",393,202295,7,3122
2021-12-09,"AL","Albania","Europe",346,202641,4,3126
2021-12-10,"AL","Albania","Europe",222,202863,2,3128
2021-12-11,"AL","Albania","Europe",352,203215,2,3130
2021-12-12,"AL","Albania","Europe",309,203524,2,3132
2021-12-13,"AL","Albania","Europe",263,203787,2,3134
2021-12-14,"AL","Albania","Europe",138,203925,6,3140
2021-12-15,"AL","Albania","Europe",376,204301,4,3144
2021-12-16,"AL","Albania","Europe",326,204627,8,3152
2021-12-17,"AL","Albania","Europe",301,204928,4,3156
2021-12-18,"AL","Albania","Europe",296,205224,2,3158
2021-12-19,"AL","Albania","Europe",325,205549,3,3161
2021-12-20,"AL","Albania","Europe",228,205777,5,3166
2021-12-21,"AL","Albania","Europe",120,205897,6,3172
2021-12-22,"AL","Albania","Europe",376,206273,6,3178
2021-12-23,"AL","Albania","Europe",343,206616,2,3180
2021-12-24,"AL","Albania","Europe",319,206935,1,3181
2021-12-25,"AL","Albania","Europe",286,207221,6,3187
2021-12-26,"AL","Albania","Europe",321,207542,2,3189
2021-12-27,"AL","Albania","Europe",167,207709,5,3194
2021-12-28,"AL","Albania","Europe",168,207877,7,3201
2021-12-29,"AL","Albania","Europe",475,208352,6,3207
2021-12-30,"AL","Albania","Europe",547,208899,5,3212
2021-12-31,"AL","Albania","Europe",617,209516,3,3215
2022-01-01,"AL","Albania","Europe",708,210224,2,3217
2022-01-02,"AL","Albania","Europe",482,210706,1,3218
2022-01-03,"AL","Albania","Europe",179,210885,2,3220
2022-01-04,"AL","Albania","Europe",335,211220,2,3222
2022-01-05,"AL","Albania","Europe",801,212021,2,3224
2022-01-06,"AL","Albania","Europe",1236,213257,4,3228
2022-01-07,"AL","Albania","Europe",1648,214905,5,3233
2022-01-08,"AL","Albania","Europe",1781,216686,0,3233
2022-01-09,"AL","Albania","Europe",1801,218487,4,3237
2022-01-10,"AL","Albania","Europe",1207,219694,3,3240
2022-01-11,"AL","Albania","Europe",793,220487,1,3241
2022-01-12,"AL","Albania","Europe",2177,222664,6,3247
2022-01-13,"AL","Albania","Europe",1905,224569,6,3253
2022-01-14,"AL","Albania","Europe",2029,226598,2,3255
2022-01-15,"AL","Albania","Europe",2179,228777,7,3262
2022-01-16,"AL","Albania","Europe",2163,230940,3,3265
2022-01-17,"AL","Albania","Europe",1697,232637,4,3269
2022-01-18,"AL","Albania","Europe",1017,233654,2,3271
2022-01-19,"AL","Albania","Europe",2832,236486,6,3277
2022-01-20,"AL","Albania","Europe",2643,239129,6,3283
2022-01-21,"AL","Albania","Europe",2383,241512,3,3286
2022-01-22,"AL","Albania","Europe",2670,244182,6,3292
2022-01-23,"AL","Albania","Europe",2230,246412,5,3297
2022-01-24,"AL","Albania","Europe",1658,248070,8,3305
2022-01-25,"AL","Albania","Europe",789,248859,7,3312
2022-01-26,"AL","Albania","Europe",2156,251015,5,3317
2022-01-27,"AL","Albania","Europe",1562,252577,6,3323
2022-01-28,"AL","Albania","Europe",1549,254126,6,3329
2022-01-29,"AL","Albania","Europe",1615,255741,5,3334
2022-01-30,"AL","Albania","Europe",1341,257082,3,3337
2022-01-31,"AL","Albania","Europe",939,258021,5,3342
2022-02-01,"AL","Albania","Europe",522,258543,4,3346
2022-02-02,"AL","Albania","Europe",1533,260076,7,3353
2022-02-03,"AL","Albania","Europe",1164,261240,9,3362
2022-02-04,"AL","Albania","Europe",1001,262241,7,3369
2022-02-05,"AL","Albania","Europe",931,263172,2,3371
2022-02-06,"AL","Albania","Europe",793,263965,5,3376
2022-02-07,"AL","Albania","Europe",659,264624,4,3380
2022-02-08,"AL","Albania","Europe",251,264875,7,3387
2022-02-09,"AL","Albania","Europe",841,265716,6,3393
2022-02-10,"AL","Albania","Europe",700,266416,6,3399
2022-02-11,"AL","Albania","Europe",604,267020,3,3402
2022-02-12,"AL","Albania","Europe",531,267551,5,3407
2022-02-13,"AL","Albania","Europe",457,268008,3,3410
2022-02-14,"AL","Albania","Europe",296,268304,4,3414
2022-02-15,"AL","Albania","Europe",187,268491,6,3420
2022-02-16,"AL","Albania","Europe",449,268940,3,3423
2022-02-17,"AL","Albania","Europe",361,269301,7,3430
2022-02-18,"AL","Albania","Europe",300,269601,2,3432
2022-02-19,"AL","Albania","Europe",303,269904,1,3433
2022-02-20,"AL","Albania","Europe",260,270164,5,3438
2022-02-21,"AL","Albania","Europe",206,270370,7,3445
2022-02-22,"AL","Albania","Europe",85,270455,6,3451
2022-02-23,"AL","Albania","Europe",279,270734,2,3453
2022-02-24,"AL","Albania","Europe",213,270947,4,3457
2022-02-25,"AL","Albania","Europe",194,271141,1,3458
2022-02-26,"AL","Albania","Europe",173,271314,2,3460
2022-02-27,"AL","Albania","Europe",111,271425,2,3462
2022-02-28,"AL","Albania","Europe",102,271527,2,3464
2022-03-01,"AL","Albania","Europe",36,271563,5,3469
2022-03-02,"AL","Albania","Europe",139,271702,3,3472
2022-03-03,"AL","Albania","Europe",123,271825,2,3474
2022-03-04,"AL","Albania","Europe",95,271920,2,3476
2022-03-05,"AL","Albania","Europe",110,272030,2,3478
2022-03-06,"AL","Albania","Europe",102,272132,1,3479
2021-12-06,"DZ","Algeria","Africa",172,211469,7,6103
2021-12-07,"DZ","Algeria","Africa",193,211662,8,6111
2021-12-08,"DZ","Algeria","Africa",197,211859,3,6114
2021-12-09,"DZ","Algeria","Africa",188,212047,8,6122
2021-12-10,"DZ","Algeria","Africa",177,212224,4,6126
2021-12-11,"DZ","Algeria","Africa",210,212434,6,6132
2021-12-12,"DZ","Algeria","Africa",218,212652,5,6137
2021-12-13,"DZ","Algeria","Africa",196,212848,8,6145
2021-12-14,"DZ","Algeria","Africa",210,213058,6,6151
2021-12-15,"DZ","Algeria","Africa",230,213288,4,6155
2021-12-16,"DZ","Algeria","Africa",245,213533,10,6165
2021-12-17,"DZ","Algeria","Africa",212,213745,6,6171
2021-12-18,"DZ","Algeria","Africa",299,214044,4,6175
2021-12-19,"DZ","Algeria","Africa",286,214330,5,6180
2021-12-20,"DZ","Algeria","Africa",262,214592,4,6184
2021-12-21,"DZ","Algeria","Africa",243,214835,6,6190
2021-12-22,"DZ","Algeria","Africa",310,215145,8,6198
2021-12-23,"DZ","Algeria","Africa",285,215430,7,6205
2021-12-24,"DZ","Algeria","Africa",293,215723,8,6213
2021-12-25,"DZ","Algeria","Africa",375,216098,9,6222
2021-12-26,"DZ","Algeria","Africa",278,216376,7,6229
2021-12-27,"DZ","Algeria","Africa",261,216637,9,6238
2021-12-28,"DZ","Algeria","Africa",293,216930,8,6246
2021-12-29,"DZ","Algeria","Africa",335,217265,8,6254
2021-12-30,"DZ","Algeria","Africa",382,217647,9,6263
2021-12-31,"DZ","Algeria","Africa",390,218037,8,6271
2022-01-01,"DZ","Algeria","Africa",0,218037,0,6271
2022-01-02,"DZ","Algeria","Africa",781,218818,13,6284
2022-01-03,"DZ","Algeria","Africa",341,219159,7,6291
2022-01-04,"DZ","Algeria","Africa",373,219532,7,6298
2022-01-05,"DZ","Algeria","Africa",421,219953,5,6303
2022-01-06,"DZ","Algeria","Africa",462,220415,7,6310
2022-01-07,"DZ","Algeria","Africa",410,220825,8,6318
2022-01-08,"DZ","Algeria","Africa",491,221316,7,6325
2022-01-09,"DZ","Algeria","Africa",426,221742,5,6330
2022-01-10,"DZ","Algeria","Africa",415,222157,9,6339
2022-01-11,"DZ","Algeria","Africa",482,222639,10,6349
2022-01-12,"DZ","Algeria","Africa",557,223196,14,6363
2022-01-13,"DZ","Algeria","Africa",610,223806,9,6372
2022-01-14,"DZ","Algeria","Africa",577,224383,11,6383
2022-01-15,"DZ","Algeria","Africa",596,224979,10,6393
2022-01-16,"DZ","Algeria","Africa",505,225484,11,6404
2022-01-17,"DZ","Algeria","Africa",573,226057,8,6412
2022-01-18,"DZ","Algeria","Africa",692,226749,11,6423
2022-01-19,"DZ","Algeria","Africa",810,227559,12,6435
2022-01-20,"DZ","Algeria","Africa",1359,228918,8,6443
2022-01-21,"DZ","Algeria","Africa",1552,230470,10,6453
2022-01-22,"DZ","Algeria","Africa",1855,232325,15,6468
2022-01-23,"DZ","Algeria","Africa",2211,234536,13,6481
2022-01-24,"DZ","Algeria","Africa",2134,236670,14,6495
2022-01-25,"DZ","Algeria","Africa",2215,238885,13,6508
2022-01-26,"DZ","Algeria","Africa",2521,241406,8,6516
2022-01-27,"DZ","Algeria","Africa",2162,243568,10,6526
2022-01-28,"DZ","Algeria","Africa",2130,245698,13,6539
2022-01-29,"DZ","Algeria","Africa",1870,247568,6,6545
2022-01-30,"DZ","Algeria","Africa",1742,249310,10,6555
2022-01-31,"DZ","Algeria","Africa",1464,250774,11,6566
2022-02-01,"DZ","Algeria","Africa",1343,252117,13,6579
2022-02-02,"DZ","Algeria","Africa",1403,253520,14,6593
2022-02-03,"DZ","Algeria","Africa",1365,254885,11,6604
2022-02-04,"DZ","Algeria","Africa",951,255836,14,6618
2022-02-05,"DZ","Algeria","Africa",970,256806,13,6631
2022-02-06,"DZ","Algeria","Africa",792,257598,9,6640
2022-02-07,"DZ","Algeria","Africa",378,257976,6,6646
2022-02-08,"DZ","Algeria","Africa",502,258478,8,6654
2022-02-09,"DZ","Algeria","Africa",610,259088,13,6667
2022-02-10,"DZ","Algeria","Africa",585,259673,11,6678
2022-02-11,"DZ","Algeria","Africa",518,260191,12,6690
2022-02-12,"DZ","Algeria","Africa",532,260723,13,6703
2022-02-13,"DZ","Algeria","Africa",503,261226,12,6715
2022-02-14,"DZ","Algeria","Africa",526,261752,14,6729
2022-02-15,"DZ","Algeria","Africa",413,262165,15,6744
2022-02-16,"DZ","Algeria","Africa",405,262570,9,6753
2022-02-17,"DZ","Algeria","Africa",424,262994,9,6762
2022-02-18,"DZ","Algeria","Africa",375,263369,10,6772
2022-02-19,"DZ","Algeria","Africa",316,263685,8,6780
2022-02-20,"DZ","Algeria","Africa",251,263936,7,6787
2022-02-21,"DZ","Algeria","Africa",118,264054,10,6797
2022-02-22,"DZ","Algeria","Africa",147,264201,8,6805
2022-02-23,"DZ","Algeria","Africa",164,264365,7,6812
2022-02-24,"DZ","Algeria","Africa",123,264488,4,6816
2022-02-25,"DZ","Algeria","Africa",115,264603,4,6820
2022-02-26,"DZ","Algeria","Africa",103,264706,3,6823
2022-02-27,"DZ","Algeria","Africa",72,264778,5,6828
2022-02-28,"DZ","Algeria","Africa",77,264855,3,6831
2022-03-01,"DZ","Algeria","Africa",81,264936,4,6835
2022-03-02,"DZ","Algeria","Africa",74,265010,5,6840
2022-03-03,"DZ","Algeria","Africa",69,265079,3,6843
2022-03-04,"DZ","Algeria","Africa",51,265130,5,6848
2022-03-05,"DZ","Algeria","Africa",56,265186,4,6852
2022-03-06,"DZ","Algeria","Africa",41,265227,1,6853
2021-12-06,"AS","American Samoa","Western Pacific",0,10,0,0
2021-12-07,"AS","American Samoa","Western Pacific",0,10,0,0
2021-12-08,"AS","American Samoa","Western Pacific",0,10,0,0
2021-12-09,"AS","American Samoa","Western Pacific",0,10,0,0
2021-12-10,"AS","American Samoa","Western Pacific",0,10,0,0
2021-12-11,"AS","American Samoa","Western Pacific",0,10,0,0
2021-12-12,"AS","American Samoa","Western Pacific",0,10,0,0
2021-12-13,"AS","American Samoa","Western Pacific",0,10,0,0
2021-12-14,"AS","American Samoa","Western Pacific",0,10,0,0
2021-12-15,"AS","American Samoa","Western Pacific",0,10,0,0
2021-12-16,"AS","American Samoa","Western Pacific",0,10,0,0
2021-12-17,"AS","American Samoa","Western Pacific",0,10,0,0
2021-12-18,"AS","American Samoa","Western Pacific",0,10,0,0
2021-12-19,"AS","American Samoa","Western Pacific",0,10,0,0
2021-12-20,"AS","American Samoa","Western Pacific",1,11,0,0
2021-12-21,"AS","American Samoa","Western Pacific",0,11,0,0
2021-12-22,"AS","American Samoa","Western Pacific",0,11,0,0
2021-12-23,"AS","American Samoa","Western Pacific",0,11,0,0
2021-12-24,"AS","American Samoa","Western Pacific",0,11,0,0
2021-12-25,"AS","American Samoa","Western Pacific",0,11,0,0
2021-12-26,"AS","American Samoa","Western Pacific",0,11,0,0
2021-12-27,"AS","American Samoa","Western Pacific",0,11,0,0
2021-12-28,"AS","American Samoa","Western Pacific",0,11,0,0
2021-12-29,"AS","American Samoa","Western Pacific",0,11,0,0
2021-12-30,"AS","American Samoa","Western Pacific",0,11,0,0
2021-12-31,"AS","American Samoa","Western Pacific",0,11,0,0
2022-01-01,"AS","American Samoa","Western Pacific",0,11,0,0
2022-01-02,"AS","American Samoa","Western Pacific",0,11,0,0
2022-01-03,"AS","American Samoa","Western Pacific",0,11,0,0
2022-01-04,"AS","American Samoa","Western Pacific",0,11,0,0
2022-01-05,"AS","American Samoa","Western Pacific",0,11,0,0
2022-01-06,"AS","American Samoa","Western Pacific",0,11,0,0
2022-01-07,"AS","American Samoa","Western Pacific",7,18,0,0
2022-01-08,"AS","American Samoa","Western Pacific",0,18,0,0
2022-01-09,"AS","American Samoa","Western Pacific",0,18,0,0
2022-01-10,"AS","American Samoa","Western Pacific",0,18,0,0
2022-01-11,"AS","American Samoa","Western Pacific",0,18,0,0
2022-01-12,"AS","American Samoa","Western Pacific",0,18,0,0
2022-01-13,"AS","American Samoa","Western Pacific",0,18,0,0
2022-01-14,"AS","American Samoa","Western Pacific",0,18,0,0
2022-01-15,"AS","American Samoa","Western Pacific",0,18,0,0
2022-01-16,"AS","American Samoa","Western Pacific",0,18,0,0
2022-01-17,"AS","American Samoa","Western Pacific",0,18,0,0
2022-01-18,"AS","American Samoa","Western Pacific",0,18,0,0
2022-01-19,"AS","American Samoa","Western Pacific",0,18,0,0
2022-01-20,"AS","American Samoa","Western Pacific",0,18,0,0
2022-01-21,"AS","American Samoa","Western Pacific",0,18,0,0
2022-01-22,"AS","American Samoa","Western Pacific",0,18,0,0
2022-01-23,"AS","American Samoa","Western Pacific",0,18,0,0
2022-01-24,"AS","American Samoa","Western Pacific",0,18,0,0
2022-01-25,"AS","American Samoa","Western Pacific",0,18,0,0
2022-01-26,"AS","American Samoa","Western Pacific",0,18,0,0
2022-01-27,"AS","American Samoa","Western Pacific",0,18,0,0
2022-01-28,"AS","American Samoa","Western Pacific",0,18,0,0
2022-01-29,"AS","American Samoa","Western Pacific",0,18,0,0
2022-01-30,"AS","American Samoa","Western Pacific",0,18,0,0
2022-01-31,"AS","American Samoa","Western Pacific",0,18,0,0
2022-02-01,"AS","American Samoa","Western Pacific",4,22,0,0
2022-02-02,"AS","American Samoa","Western Pacific",0,22,0,0
2022-02-03,"AS","American Samoa","Western Pacific",13,35,0,0
2022-02-04,"AS","American Samoa","Western Pacific",0,35,0,0
2022-02-05,"AS","American Samoa","Western Pacific",0,35,0,0
2022-02-06,"AS","American Samoa","Western Pacific",4,39,0,0
2022-02-07,"AS","American Samoa","Western Pacific",10,49,0,0
2022-02-08,"AS","American Samoa","Western Pacific",8,57,0,0
2022-02-09,"AS","American Samoa","Western Pacific",0,57,0,0
2022-02-10,"AS","American Samoa","Western Pacific",0,57,0,0
2022-02-11,"AS","American Samoa","Western Pacific",0,57,0,0
2022-02-12,"AS","American Samoa","Western Pacific",0,57,0,0
2022-02-13,"AS","American Samoa","Western Pacific",0,57,0,0
2022-02-14,"AS","American Samoa","Western Pacific",0,57,0,0
2022-02-15,"AS","American Samoa","Western Pacific",0,57,0,0
2022-02-16,"AS","American Samoa","Western Pacific",0,57,0,0
2022-02-17,"AS","American Samoa","Western Pacific",0,57,0,0
2022-02-18,"AS","American Samoa","Western Pacific",0,57,0,0
2022-02-19,"AS","American Samoa","Western Pacific",0,57,0,0
2022-02-20,"AS","American Samoa","Western Pacific",0,57,0,0
2022-02-21,"AS","American Samoa","Western Pacific",0,57,0,0
2022-02-22,"AS","American Samoa","Western Pacific",3,60,0,0
2022-02-23,"AS","American Samoa","Western Pacific",12,72,0,0
2022-02-24,"AS","American Samoa","Western Pacific",0,72,0,0
2022-02-25,"AS","American Samoa","Western Pacific",12,84,0,0
2022-02-26,"AS","American Samoa","Western Pacific",0,84,0,0
2022-02-27,"AS","American Samoa","Western Pacific",0,84,0,0
2022-02-28,"AS","American Samoa","Western Pacific",0,84,0,0
2022-03-01,"AS","American Samoa","Western Pacific",0,84,0,0
2022-03-02,"AS","American Samoa","Western Pacific",62,146,0,0
2022-03-03,"AS","American Samoa","Western Pacific",9,155,0,0
2022-03-04,"AS","American Samoa","Western Pacific",41,196,0,0
2022-03-05,"AS","American Samoa","Western Pacific",0,196,0,0
2022-03-06,"AS","American Samoa","Western Pacific",0,196,0,0
2021-12-06,"AD","Andorra","Europe",0,18010,0,132
2021-12-07,"AD","Andorra","Europe",621,18631,1,133
2021-12-08,"AD","Andorra","Europe",184,18815,0,133
2021-12-09,"AD","Andorra","Europe",0,18815,0,133
2021-12-10,"AD","Andorra","Europe",457,19272,0,133
2021-12-11,"AD","Andorra","Europe",168,19440,0,133
2021-12-12,"AD","Andorra","Europe",0,19440,0,133
2021-12-13,"AD","Andorra","Europe",0,19440,0,133
2021-12-14,"AD","Andorra","Europe",527,19967,1,134
2021-12-15,"AD","Andorra","Europe",169,20136,0,134
2021-12-16,"AD","Andorra","Europe",0,20136,0,134
2021-12-17,"AD","Andorra","Europe",413,20549,0,134
2021-12-18,"AD","Andorra","Europe",0,20549,0,134
2021-12-19,"AD","Andorra","Europe",0,20549,0,134
2021-12-20,"AD","Andorra","Europe",0,20549,0,134
2021-12-21,"AD","Andorra","Europe",513,21062,3,137
2021-12-22,"AD","Andorra","Europe",0,21062,0,137
2021-12-23,"AD","Andorra","Europe",310,21372,1,138
2021-12-24,"AD","Andorra","Europe",199,21571,1,139
2021-12-25,"AD","Andorra","Europe",159,21730,0,139
2021-12-26,"AD","Andorra","Europe",0,21730,0,139
2021-12-27,"AD","Andorra","Europe",0,21730,0,139
2021-12-28,"AD","Andorra","Europe",602,22332,0,139
2021-12-29,"AD","Andorra","Europe",208,22540,1,140
2021-12-30,"AD","Andorra","Europe",283,22823,0,140
2021-12-31,"AD","Andorra","Europe",299,23122,0,140
2022-01-01,"AD","Andorra","Europe",618,23740,0,140
2022-01-02,"AD","Andorra","Europe",0,23740,0,140
2022-01-03,"AD","Andorra","Europe",0,23740,0,140
2022-01-04,"AD","Andorra","Europe",762,24502,0,140
2022-01-05,"AD","Andorra","Europe",300,24802,1,141
2022-01-06,"AD","Andorra","Europe",487,25289,0,141
2022-01-07,"AD","Andorra","Europe",1119,26408,0,141
2022-01-08,"AD","Andorra","Europe",0,26408,0,141
2022-01-09,"AD","Andorra","Europe",0,26408,0,141
2022-01-10,"AD","Andorra","Europe",0,26408,0,141
2022-01-11,"AD","Andorra","Europe",1575,27983,0,141
2022-01-12,"AD","Andorra","Europe",559,28542,0,141
2022-01-13,"AD","Andorra","Europe",357,28899,0,141
2022-01-14,"AD","Andorra","Europe",989,29888,1,142
2022-01-15,"AD","Andorra","Europe",0,29888,0,142
2022-01-16,"AD","Andorra","Europe",0,29888,0,142
2022-01-17,"AD","Andorra","Europe",0,29888,0,142
2022-01-18,"AD","Andorra","Europe",693,30581,2,144
2022-01-19,"AD","Andorra","Europe",0,30581,0,144
2022-01-20,"AD","Andorra","Europe",991,31572,0,144
2022-01-21,"AD","Andorra","Europe",629,32201,0,144
2022-01-22,"AD","Andorra","Europe",824,33025,0,144
2022-01-23,"AD","Andorra","Europe",0,33025,0,144
2022-01-24,"AD","Andorra","Europe",0,33025,0,144
2022-01-25,"AD","Andorra","Europe",0,33025,0,144
2022-01-26,"AD","Andorra","Europe",1676,34701,1,145
2022-01-27,"AD","Andorra","Europe",327,35028,0,145
2022-01-28,"AD","Andorra","Europe",0,35028,0,145
2022-01-29,"AD","Andorra","Europe",528,35556,0,145
2022-01-30,"AD","Andorra","Europe",0,35556,0,145
2022-01-31,"AD","Andorra","Europe",0,35556,0,145
2022-02-01,"AD","Andorra","Europe",402,35958,0,145
2022-02-02,"AD","Andorra","Europe",0,35958,0,145
2022-02-03,"AD","Andorra","Europe",357,36315,1,146
2022-02-04,"AD","Andorra","Europe",155,36470,1,147
2022-02-05,"AD","Andorra","Europe",129,36599,0,147
2022-02-06,"AD","Andorra","Europe",0,36599,0,147
2022-02-07,"AD","Andorra","Europe",0,36599,0,147
2022-02-08,"AD","Andorra","Europe",209,36808,0,147
2022-02-09,"AD","Andorra","Europe",0,36808,0,147
2022-02-10,"AD","Andorra","Europe",181,36989,1,148
2022-02-11,"AD","Andorra","Europe",85,37074,0,148
