"Date_reported","Country_code","Country","WHO_region","New_cases","Cumulative_cases","New_deaths","Cumulative_deaths"
2021-12-23,"CN","China","Western Pacific",121,130109,0,5699
2021-12-24,"CN","China","Western Pacific",102,130211,0,5699
2021-12-25,"CN","China","Western Pacific",165,130376,0,5699
2021-12-26,"CN","China","Western Pacific",249,130625,0,5699
2021-12-27,"CN","China","Western Pacific",233,130858,0,5699
2021-12-28,"CN","China","Western Pacific",235,131093,0,5699
2021-12-29,"CN","China","Western Pacific",222,131315,0,5699
2021-12-30,"CN","China","Western Pacific",233,131548,0,5699
2021-12-31,"CN","China","Western Pacific",232,131780,0,5699
2022-01-01,"CN","China","Western Pacific",291,132071,0,5699
2022-01-02,"CN","China","Western Pacific",230,132301,0,5699
2022-01-03,"CN","China","Western Pacific",207,132508,0,5699
2022-01-04,"CN","China","Western Pacific",229,132737,0,5699
2022-01-05,"CN","China","Western Pacific",164,132901,0,5699
2022-01-06,"CN","China","Western Pacific",253,133154,0,5699
2022-01-07,"CN","China","Western Pacific",250,133404,0,5699
2022-01-08,"CN","China","Western Pacific",252,133656,0,5699
2022-01-09,"CN","China","Western Pacific",246,133902,0,5699
2022-01-10,"CN","China","Western Pacific",249,134151,0,5699
2022-01-11,"CN","China","Western Pacific",248,134399,0,5699
2022-01-12,"CN","China","Western Pacific",312,134711,0,5699
2022-01-13,"CN","China","Western Pacific",308,135019,0,5699
2022-01-14,"CN","China","Western Pacific",280,135299,1,5700
2022-01-15,"CN","China","Western Pacific",241,135540,0,5700
2022-01-16,"CN","China","Western Pacific",202,135742,0,5700
2022-01-17,"CN","China","Western Pacific",285,136027,0,5700
2022-01-18,"CN","China","Western Pacific",243,136270,0,5700
2022-01-19,"CN","China","Western Pacific",171,136441,0,5700
2022-01-20,"CN","China","Western Pacific",135,136576,0,5700
2022-01-21,"CN","China","Western Pacific",124,136700,0,5700
2022-01-22,"CN","China","Western Pacific",154,136854,0,5700
2022-01-23,"CN","China","Western Pacific",210,137064,0,5700
2022-01-24,"CN","China","Western Pacific",286,137350,0,5700
2022-01-25,"CN","China","Western Pacific",232,137582,0,5700
2022-01-26,"CN","China","Western Pacific",175,137757,0,5700
2022-01-27,"CN","China","Western Pacific",261,138018,0,5700
2022-01-28,"CN","China","Western Pacific",295,138313,0,5700
2022-01-29,"CN","China","Western Pacific",238,138551,0,5700
2022-01-30,"CN","China","Western Pacific",248,138799,0,5700
2022-01-31,"CN","China","Western Pacific",193,138992,0,5700
2022-02-01,"CN","China","Western Pacific",213,139205,0,5700
2022-02-02,"CN","China","Western Pacific",252,139457,0,5700
2022-02-03,"CN","China","Western Pacific",207,139664,0,5700
2022-02-04,"CN","China","Western Pacific",227,139891,0,5700
2022-02-05,"CN","China","Western Pacific",229,140120,0,5700
2022-02-06,"CN","China","Western Pacific",466,140586,0,5700
2022-02-07,"CN","China","Western Pacific",463,141049,0,5700
2022-02-08,"CN","China","Western Pacific",767,141816,0,5700
2022-02-09,"CN","China","Western Pacific",783,142599,0,5700
2022-02-10,"CN","China","Western Pacific",1244,143843,2,5702
2022-02-11,"CN","China","Western Pacific",1170,145013,1,5703
2022-02-12,"CN","China","Western Pacific",1503,146516,0,5703
2022-02-13,"CN","China","Western Pacific",1641,148157,3,5706
2022-02-14,"CN","China","Western Pacific",1483,149640,0,5706
2022-02-15,"CN","China","Western Pacific",2205,151845,2,5708
2022-02-16,"CN","China","Western Pacific",1765,153610,4,5712
2022-02-17,"CN","China","Western Pacific",4441,158051,3,5715
2022-02-18,"CN","China","Western Pacific",6271,164322,11,5726
2022-02-19,"CN","China","Western Pacific",3833,168155,21,5747
2022-02-20,"CN","China","Western Pacific",6331,174486,17,5764
2022-02-21,"CN","China","Western Pacific",6281,180767,12,5776
2022-02-22,"CN","China","Western Pacific",7720,188487,12,5788
2022-02-23,"CN","China","Western Pacific",6460,194947,36,5824
2022-02-24,"CN","China","Western Pacific",8916,203863,49,5873
2022-02-25,"CN","China","Western Pacific",9103,212966,40,5913
2022-02-26,"CN","China","Western Pacific",38163,251129,73,5986
2022-02-27,"CN","China","Western Pacific",23704,274833,80,6066
2022-02-28,"CN","China","Western Pacific",26321,301154,82,6148
2022-03-01,"CN","China","Western Pacific",34722,335876,85,6233
2022-03-02,"CN","China","Western Pacific",32865,368741,246,6479
2022-03-03,"CN","China","Western Pacific",55617,424358,178,6657
2022-03-04,"CN","China","Western Pacific",57192,481550,198,6855
2022-03-05,"CN","China","Western Pacific",52868,534418,188,7043
2022-03-06,"CN","China","Western Pacific",37938,572356,220,7263
2021-12-06,"CO","Colombia","Americas",2609,5078987,48,128733
2021-12-07,"CO","Colombia","Americas",2077,5081064,47,128780
2021-12-08,"CO","Colombia","Americas",1698,5082762,41,128821
2021-12-09,"CO","Colombia","Americas",1704,5084466,53,128874
2021-12-10,"CO","Colombia","Americas",1915,5086381,55,128929
2021-12-11,"CO","Colombia","Americas",1627,5088008,40,128969
2021-12-12,"CO","Colombia","Americas",1687,5089695,42,129011
2021-12-13,"CO","Colombia","Americas",1813,5091508,45,129056
2021-12-14,"CO","Colombia","Americas",2026,5093534,51,129107
2021-12-15,"CO","Colombia","Americas",2287,5095821,56,129163
2021-12-16,"CO","Colombia","Americas",1859,5097680,42,129205
2021-12-17,"CO","Colombia","Americas",2066,5099746,51,129256
2021-12-18,"CO","Colombia","Americas",1720,5101466,39,129295
2021-12-19,"CO","Colombia","Americas",1803,5103269,50,129345
2021-12-20,"CO","Colombia","Americas",2016,5105285,54,129399
2021-12-21,"CO","Colombia","Americas",2038,5107323,59,129458
2021-12-22,"CO","Colombia","Americas",1699,5109022,29,129487
2021-12-23,"CO","Colombia","Americas",1766,5110788,47,129534
2021-12-24,"CO","Colombia","Americas",1931,5112719,52,129586
2021-12-25,"CO","Colombia","Americas",2475,5115194,54,129640
2021-12-26,"CO","Colombia","Americas",3060,5118254,46,129686
2021-12-27,"CO","Colombia","Americas",3414,5121668,43,129729
2021-12-28,"CO","Colombia","Americas",3022,5124690,32,129761
2021-12-29,"CO","Colombia","Americas",3281,5127971,37,129798
2021-12-30,"CO","Colombia","Americas",4306,5132277,35,129833
2021-12-31,"CO","Colombia","Americas",6326,5138603,33,129866
2022-01-01,"CO","Colombia","Americas",8436,5147039,35,129901
2022-01-02,"CO","Colombia","Americas",10401,5157440,41,129942
2022-01-03,"CO","Colombia","Americas",12415,5169855,44,129986
2022-01-04,"CO","Colombia","Americas",11318,5181173,40,130026
2022-01-05,"CO","Colombia","Americas",9848,5191021,35,130061
2022-01-06,"CO","Colombia","Americas",12353,5203374,39,130100
2022-01-07,"CO","Colombia","Americas",16259,5219633,40,130140
2022-01-08,"CO","Colombia","Americas",23039,5242672,51,130191
2022-01-09,"CO","Colombia","Americas",26190,5268862,59,130250
2022-01-10,"CO","Colombia","Americas",31170,5300032,38,130288
2022-01-11,"CO","Colombia","Americas",30630,5330662,50,130338
2022-01-12,"CO","Colombia","Americas",27105,5357767,57,130395
2022-01-13,"CO","Colombia","Americas",23074,5380841,65,130460
2022-01-14,"CO","Colombia","Americas",29857,5410698,69,130529
2022-01-15,"CO","Colombia","Americas",30283,5440981,96,130625
2022-01-16,"CO","Colombia","Americas",34923,5475904,106,130731
2022-01-17,"CO","Colombia","Americas",35575,5511479,129,130860
2022-01-18,"CO","Colombia","Americas",32317,5543796,136,130996
2022-01-19,"CO","Colombia","Americas",24272,5568068,134,131130
2022-01-20,"CO","Colombia","Americas",28849,5596917,138,131268
2022-01-21,"CO","Colombia","Americas",27603,5624520,169,131437
2022-01-22,"CO","Colombia","Americas",30506,5655026,190,131627
2022-01-23,"CO","Colombia","Americas",31039,5686065,197,131824
2022-01-24,"CO","Colombia","Americas",28027,5714092,199,132023
2022-01-25,"CO","Colombia","Americas",26087,5740179,217,132240
2022-01-26,"CO","Colombia","Americas",21219,5761398,237,132477
2022-01-27,"CO","Colombia","Americas",19512,5780910,260,132737
2022-01-28,"CO","Colombia","Americas",17889,5798799,282,133019
2022-01-29,"CO","Colombia","Americas",17663,5816462,273,133292
2022-01-30,"CO","Colombia","Americas",20946,5837408,268,133560
2022-01-31,"CO","Colombia","Americas",18450,5855858,272,133832
2022-02-01,"CO","Colombia","Americas",16119,5871977,247,134079
2022-02-02,"CO","Colombia","Americas",15284,5887261,221,134300
2022-02-03,"CO","Colombia","Americas",14454,5901715,251,134551
2022-02-04,"CO","Colombia","Americas",15110,5916825,230,134781
2022-02-05,"CO","Colombia","Americas",13568,5930393,262,135043
2022-02-06,"CO","Colombia","Americas",13390,5943783,239,135282
2022-02-07,"CO","Colombia","Americas",12567,5956350,236,135518
2022-02-08,"CO","Colombia","Americas",10356,5966706,239,135757
2022-02-09,"CO","Colombia","Americas",9080,5975786,235,135992
2022-02-10,"CO","Colombia","Americas",9730,5985516,205,136197
2022-02-11,"CO","Colombia","Americas",8785,5994301,207,136404
2022-02-12,"CO","Colombia","Americas",8269,6002570,179,136583
2022-02-13,"CO","Colombia","Americas",5421,6007991,181,136764
2022-02-14,"CO","Colombia","Americas",6572,6014563,189,136953
2022-02-15,"CO","Colombia","Americas",5532,6020095,162,137115
2022-02-16,"CO","Colombia","Americas",3162,6023257,186,137301
2022-02-17,"CO","Colombia","Americas",3731,6026988,138,137439
2022-02-18,"CO","Colombia","Americas",4142,6031130,147,137586
2022-02-19,"CO","Colombia","Americas",4013,6035143,147,137733
2022-02-20,"CO","Colombia","Americas",4020,6039163,136,137869
2022-02-21,"CO","Colombia","Americas",4498,6043661,127,137996
2022-02-22,"CO","Colombia","Americas",3381,6047042,110,138106
2022-02-23,"CO","Colombia","Americas",2910,6049952,99,138205
2022-02-24,"CO","Colombia","Americas",2174,6052126,80,138285
2022-02-25,"CO","Colombia","Americas",2181,6054307,79,138364
2022-02-26,"CO","Colombia","Americas",2249,6056556,57,138421
2022-02-27,"CO","Colombia","Americas",2159,6058715,80,138501
2022-02-28,"CO","Colombia","Americas",2078,6060793,97,138598
2022-03-01,"CO","Colombia","Americas",1908,6062701,95,138693
2022-03-02,"CO","Colombia","Americas",1882,6064583,74,138767
2022-03-03,"CO","Colombia","Americas",1218,6065801,87,138854
2022-03-04,"CO","Colombia","Americas",1222,6067023,45,138899
2022-03-05,"CO","Colombia","Americas",1051,6068074,40,138939
2022-03-06,"CO","Colombia","Americas",1351,6069425,45,138984
2021-12-06,"KM","Comoros","Africa",0,4542,0,150
2021-12-07,"KM","Comoros","Africa",1,4543,0,150
2021-12-08,"KM","Comoros","Africa",5,4548,0,150
2021-12-09,"KM","Comoros","Africa",2,4550,0,150
2021-12-10,"KM","Comoros","Africa",0,4550,0,150
2021-12-11,"KM","Comoros","Africa",14,4564,0,150
2021-12-12,"KM","Comoros","Africa",0,4564,0,150
2021-12-13,"KM","Comoros","Africa",5,4569,0,150
2021-12-14,"KM","Comoros","Africa",0,4569,0,150
2021-12-15,"KM","Comoros","Africa",3,4572,0,150
2021-12-16,"KM","Comoros","Africa",4,4576,0,150
2021-12-17,"KM","Comoros","Africa",13,4589,0,150
2021-12-18,"KM","Comoros","Africa",17,4606,0,150
2021-12-19,"KM","Comoros","Africa",43,4649,0,150
2021-12-20,"KM","Comoros","Africa",18,4667,1,151
2021-12-21,"KM","Comoros","Africa",10,4677,1,152
2021-12-22,"KM","Comoros","Africa",0,4677,0,152
2021-12-23,"KM","Comoros","Africa",275,4952,0,152
2021-12-24,"KM","Comoros","Africa",384,5336,1,153
2021-12-25,"KM","Comoros","Africa",143,5479,0,153
2021-12-26,"KM","Comoros","Africa",0,5479,0,153
2021-12-27,"KM","Comoros","Africa",250,5729,0,153
2021-12-28,"KM","Comoros","Africa",138,5867,1,154
2021-12-29,"KM","Comoros","Africa",176,6043,0,154
2021-12-30,"KM","Comoros","Africa",241,6284,2,156
2021-12-31,"KM","Comoros","Africa",231,6515,2,158
2022-01-01,"KM","Comoros","Africa",173,6688,0,158
2022-01-02,"KM","Comoros","Africa",0,6688,0,158
2022-01-03,"KM","Comoros","Africa",219,6907,1,159
2022-01-04,"KM","Comoros","Africa",161,7068,0,159
2022-01-05,"KM","Comoros","Africa",215,7283,0,159
2022-01-06,"KM","Comoros","Africa",122,7405,0,159
2022-01-07,"KM","Comoros","Africa",92,7497,0,159
2022-01-08,"KM","Comoros","Africa",0,7497,0,159
2022-01-09,"KM","Comoros","Africa",97,7594,0,159
2022-01-10,"KM","Comoros","Africa",28,7622,0,159
2022-01-11,"KM","Comoros","Africa",0,7622,0,159
2022-01-12,"KM","Comoros","Africa",57,7679,0,159
2022-01-13,"KM","Comoros","Africa",0,7679,0,159
2022-01-14,"KM","Comoros","Africa",36,7715,0,159
2022-01-15,"KM","Comoros","Africa",18,7733,0,159
2022-01-16,"KM","Comoros","Africa",0,7733,0,159
2022-01-17,"KM","Comoros","Africa",12,7745,0,159
2022-01-18,"KM","Comoros","Africa",0,7745,0,159
2022-01-19,"KM","Comoros","Africa",0,7745,0,159
2022-01-20,"KM","Comoros","Africa",39,7784,0,159
2022-01-21,"KM","Comoros","Africa",0,7784,0,159
2022-01-22,"KM","Comoros","Africa",9,7793,0,159
2022-01-23,"KM","Comoros","Africa",0,7793,0,159
2022-01-24,"KM","Comoros","Africa",19,7812,0,159
2022-01-25,"KM","Comoros","Africa",0,7812,0,159
2022-01-26,"KM","Comoros","Africa",2,7814,0,159
2022-01-27,"KM","Comoros","Africa",0,7814,0,159
2022-01-28,"KM","Comoros","Africa",0,7814,0,159
2022-01-29,"KM","Comoros","Africa",13,7827,0,159
2022-01-30,"KM","Comoros","Africa",0,7827,0,159
2022-01-31,"KM","Comoros","Africa",0,7827,0,159
2022-02-01,"KM","Comoros","Africa",0,7827,0,159
2022-02-02,"KM","Comoros","Africa",5,7832,1,160
2022-02-03,"KM","Comoros","Africa",0,7832,0,160
2022-02-04,"KM","Comoros","Africa",12,7844,0,160
2022-02-05,"KM","Comoros","Africa",0,7844,0,160
2022-02-06,"KM","Comoros","Africa",84,7928,0,160
2022-02-07,"KM","Comoros","Africa",36,7964,0,160
2022-02-08,"KM","Comoros","Africa",0,7964,0,160
2022-02-09,"KM","Comoros","Africa",1,7965,0,160
2022-02-10,"KM","Comoros","Africa",13,7978,0,160
2022-02-11,"KM","Comoros","Africa",0,7978,0,160
2022-02-12,"KM","Comoros","Africa",0,7978,0,160
2022-02-13,"KM","Comoros","Africa",0,7978,0,160
2022-02-14,"KM","Comoros","Africa",27,8005,0,160
2022-02-15,"KM","Comoros","Africa",0,8005,0,160
2022-02-16,"KM","Comoros","Africa",0,8005,0,160
2022-02-17,"KM","Comoros","Africa",5,8010,0,160
2022-02-18,"KM","Comoros","Africa",2,8012,0,160
2022-02-19,"KM","Comoros","Africa",0,8012,0,160
2022-02-20,"KM","Comoros","Africa",4,8016,0,160
2022-02-21,"KM","Comoros","Africa",4,8020,0,160
2022-02-22,"KM","Comoros","Africa",1,8021,0,160
2022-02-23,"KM","Comoros","Africa",0,8021,0,160
2022-02-24,"KM","Comoros","Africa",3,8024,0,160
2022-02-25,"KM","Comoros","Africa",0,8024,0,160
2022-02-26,"KM","Comoros","Africa",0,8024,0,160
2022-02-27,"KM","Comoros","Africa",4,8028,0,160
2022-02-28,"KM","Comoros","Africa",0,8028,0,160
2022-03-01,"KM","Comoros","Africa",7,8035,0,160
2022-03-02,"KM","Comoros","Africa",4,8039,0,160
2022-03-03,"KM","Comoros","Africa",8,8047,0,160
2022-03-04,"KM","Comoros","Africa",0,8047,0,160
2022-03-05,"KM","Comoros","Africa",0,8047,0,160
2022-03-06,"KM","Comoros","Africa",0,8047,0,160
2021-12-06,"CG","Congo","Africa",0,18970,0,354
2021-12-07,"CG","Congo","Africa",96,19066,5,359
2021-12-08,"CG","Congo","Africa",0,19066,0,359
2021-12-09,"CG","Congo","Africa",0,19066,0,359
2021-12-10,"CG","Congo","Africa",0,19066,0,359
2021-12-11,"CG","Congo","Africa",0,19066,0,359
2021-12-12,"CG","Congo","Africa",0,19066,0,359
2021-12-13,"CG","Congo","Africa",0,19066,0,359
2021-12-14,"CG","Congo","Africa",0,19066,0,359
2021-12-15,"CG","Congo","Africa",0,19066,0,359
2021-12-16,"CG","Congo","Africa",113,19179,6,365
2021-12-17,"CG","Congo","Africa",0,19179,0,365
2021-12-18,"CG","Congo","Africa",0,19179,0,365
2021-12-19,"CG","Congo","Africa",0,19179,0,365
2021-12-20,"CG","Congo","Africa",0,19179,0,365
2021-12-21,"CG","Congo","Africa",311,19490,2,367
2021-12-22,"CG","Congo","Africa",0,19490,0,367
2021-12-23,"CG","Congo","Africa",0,19490,0,367
2021-12-24,"CG","Congo","Africa",0,19490,0,367
2021-12-25,"CG","Congo","Africa",0,19490,0,367
2021-12-26,"CG","Congo","Africa",0,19490,0,367
2021-12-27,"CG","Congo","Africa",599,20089,0,367
2021-12-28,"CG","Congo","Africa",0,20089,0,367
2021-12-29,"CG","Congo","Africa",0,20089,0,367
2021-12-30,"CG","Congo","Africa",0,20089,0,367
2021-12-31,"CG","Congo","Africa",0,20089,0,367
2022-01-01,"CG","Congo","Africa",0,20089,0,367
2022-01-02,"CG","Congo","Africa",1188,21277,2,369
2022-01-03,"CG","Congo","Africa",0,21277,0,369
2022-01-04,"CG","Congo","Africa",0,21277,0,369
2022-01-05,"CG","Congo","Africa",0,21277,0,369
2022-01-06,"CG","Congo","Africa",0,21277,0,369
2022-01-07,"CG","Congo","Africa",567,21844,1,370
2022-01-08,"CG","Congo","Africa",0,21844,0,370
2022-01-09,"CG","Congo","Africa",0,21844,0,370
2022-01-10,"CG","Congo","Africa",574,22418,0,370
2022-01-11,"CG","Congo","Africa",0,22418,0,370
2022-01-12,"CG","Congo","Africa",0,22418,0,370
2022-01-13,"CG","Congo","Africa",0,22418,0,370
2022-01-14,"CG","Congo","Africa",0,22418,0,370
2022-01-15,"CG","Congo","Africa",551,22969,1,371
2022-01-16,"CG","Congo","Africa",0,22969,0,371
2022-01-17,"CG","Congo","Africa",275,23244,0,371
2022-01-18,"CG","Congo","Africa",0,23244,0,371
2022-01-19,"CG","Congo","Africa",0,23244,0,371
2022-01-20,"CG","Congo","Africa",0,23244,0,371
2022-01-21,"CG","Congo","Africa",136,23380,0,371
2022-01-22,"CG","Congo","Africa",0,23380,0,371
2022-01-23,"CG","Congo","Africa",0,23380,0,371
2022-01-24,"CG","Congo","Africa",105,23485,0,371
2022-01-25,"CG","Congo","Africa",0,23485,0,371
2022-01-26,"CG","Congo","Africa",0,23485,0,371
2022-01-27,"CG","Congo","Africa",168,23653,0,371
2022-01-28,"CG","Congo","Africa",0,23653,0,371
2022-01-29,"CG","Congo","Africa",0,23653,0,371
2022-01-30,"CG","Congo","Africa",52,23705,0,371
2022-01-31,"CG","Congo","Africa",0,23705,0,371
2022-02-01,"CG","Congo","Africa",0,23705,0,371
2022-02-02,"CG","Congo","Africa",0,23705,0,371
2022-02-03,"CG","Congo","Africa",0,23705,0,371
2022-02-04,"CG","Congo","Africa",25,23730,4,375
2022-02-05,"CG","Congo","Africa",0,23730,0,375
2022-02-06,"CG","Congo","Africa",0,23730,0,375
2022-02-07,"CG","Congo","Africa",62,23792,0,375
2022-02-08,"CG","Congo","Africa",0,23792,0,375
2022-02-09,"CG","Congo","Africa",62,23854,0,375
2022-02-10,"CG","Congo","Africa",6,23860,0,375
2022-02-11,"CG","Congo","Africa",0,23860,0,375
2022-02-12,"CG","Congo","Africa",0,23860,0,375
2022-02-13,"CG","Congo","Africa",0,23860,0,375
2022-02-14,"CG","Congo","Africa",14,23874,0,375
2022-02-15,"CG","Congo","Africa",0,23874,0,375
2022-02-16,"CG","Congo","Africa",0,23874,0,375
2022-02-17,"CG","Congo","Africa",0,23874,0,375
2022-02-18,"CG","Congo","Africa",0,23874,0,375
2022-02-19,"CG","Congo","Africa",20,23894,1,376
2022-02-20,"CG","Congo","Africa",0,23894,0,376
2022-02-21,"CG","Congo","Africa",31,23925,1,377
2022-02-22,"CG","Congo","Africa",0,23925,0,377
2022-02-23,"CG","Congo","Africa",0,23925,0,377
2022-02-24,"CG","Congo","Africa",42,23967,1,378
2022-02-25,"CG","Congo","Africa",0,23967,0,378
2022-02-26,"CG","Congo","Africa",0,23967,0,378
2022-02-27,"CG","Congo","Africa",0,23967,0,378
2022-02-28,"CG","Congo","Africa",53,24020,0,378
2022-03-01,"CG","Congo","Africa",0,24020,0,378
2022-03-02,"CG","Congo","Africa",0,24020,0,378
2022-03-03,"CG","Congo","Africa",0,24020,0,378
2022-03-04,"CG","Congo","Africa",0,24020,0,378
2022-03-05,"CG","Congo","Africa",0,24020,0,378
2022-03-06,"CG","Congo","Africa",0,24020,0,378
2021-12-06,"CK","Cook Islands","Western Pacific",0,0,0,0
2021-12-07,"CK","Cook Islands","Western Pacific",0,0,0,0
2021-12-08,"CK","Cook Islands","Western Pacific",0,0,0,0
2021-12-09,"CK","Cook Islands","Western Pacific",0,0,0,0
2021-12-10,"CK","Cook Islands","Western Pacific",0,0,0,0
2021-12-11,"CK","Cook Islands","Western Pacific",0,0,0,0
2021-12-12,"CK","Cook Islands","Western Pacific",0,0,0,0
2021-12-13,"CK","Cook Islands","Western Pacific",0,0,0,0
2021-12-14,"CK","Cook Islands","Western Pacific",0,0,0,0
2021-12-15,"CK","Cook Islands","Western Pacific",0,0,0,0
2021-12-16,"CK","Cook Islands","Western Pacific",0,0,0,0
2021-12-17,"CK","Cook Islands","Western Pacific",0,0,0,0
2021-12-18,"CK","Cook Islands","Western Pacific",0,0,0,0
2021-12-19,"CK","Cook Islands","Western Pacific",0,0,0,0
2021-12-20,"CK","Cook Islands","Western Pacific",0,0,0,0
2021-12-21,"CK","Cook Islands","Western Pacific",0,0,0,0
2021-12-22,"CK","Cook Islands","Western Pacific",0,0,0,0
2021-12-23,"CK","Cook Islands","Western Pacific",0,0,0,0
2021-12-24,"CK","Cook Islands","Western Pacific",0,0,0,0
2021-12-25,"CK","Cook Islands","Western Pacific",0,0,0,0
2021-12-26,"CK","Cook Islands","Western Pacific",0,0,0,0
2021-12-27,"CK","Cook Islands","Western Pacific",0,0,0,0
2021-12-28,"CK","Cook Islands","Western Pacific",0,0,0,0
2021-12-29,"CK","Cook Islands","Western Pacific",0,0,0,0
2021-12-30,"CK","Cook Islands","Western Pacific",0,0,0,0
2021-12-31,"CK","Cook Islands","Western Pacific",0,0,0,0
2022-01-01,"CK","Cook Islands","Western Pacific",0,0,0,0
2022-01-02,"CK","Cook Islands","Western Pacific",0,0,0,0
2022-01-03,"CK","Cook Islands","Western Pacific",0,0,0,0
2022-01-04,"CK","Cook Islands","Western Pacific",0,0,0,0
2022-01-05,"CK","Cook Islands","Western Pacific",0,0,0,0
2022-01-06,"CK","Cook Islands","Western Pacific",0,0,0,0
2022-01-07,"CK","Cook Islands","Western Pacific",0,0,0,0
2022-01-08,"CK","Cook Islands","Western Pacific",0,0,0,0
2022-01-09,"CK","Cook Islands","Western Pacific",0,0,0,0
2022-01-10,"CK","Cook Islands","Western Pacific",0,0,0,0
2022-01-11,"CK","Cook Islands","Western Pacific",0,0,0,0
2022-01-12,"CK","Cook Islands","Western Pacific",0,0,0,0
2022-01-13,"CK","Cook Islands","Western Pacific",0,0,0,0
2022-01-14,"CK","Cook Islands","Western Pacific",0,0,0,0
2022-01-15,"CK","Cook Islands","Western Pacific",0,0,0,0
2022-01-16,"CK","Cook Islands","Western Pacific",0,0,0,0
2022-01-17,"CK","Cook Islands","Western Pacific",0,0,0,0
2022-01-18,"CK","Cook Islands","Western Pacific",0,0,0,0
2022-01-19,"CK","Cook Islands","Western Pacific",0,0,0,0
2022-01-20,"CK","Cook Islands","Western Pacific",0,0,0,0
2022-01-21,"CK","Cook Islands","Western Pacific",0,0,0,0
2022-01-22,"CK","Cook Islands","Western Pacific",0,0,0,0
2022-01-23,"CK","Cook Islands","Western Pacific",0,0,0,0
2022-01-24,"CK","Cook Islands","Western Pacific",0,0,0,0
2022-01-25,"CK","Cook Islands","Western Pacific",0,0,0,0
2022-01-26,"CK","Cook Islands","Western Pacific",0,0,0,0
2022-01-27,"CK","Cook Islands","Western Pacific",0,0,0,0
2022-01-28,"CK","Cook Islands","Western Pacific",0,0,0,0
2022-01-29,"CK","Cook Islands","Western Pacific",0,0,0,0
2022-01-30,"CK","Cook Islands","Western Pacific",0,0,0,0
2022-01-31,"CK","Cook Islands","Western Pacific",0,0,0,0
2022-02-01,"CK","Cook Islands","Western Pacific",0,0,0,0
2022-02-02,"CK","Cook Islands","Western Pacific",0,0,0,0
2022-02-03,"CK","Cook Islands","Western Pacific",0,0,0,0
2022-02-04,"CK","Cook Islands","Western Pacific",0,0,0,0
2022-02-05,"CK","Cook Islands","Western Pacific",0,0,0,0
2022-02-06,"CK","Cook Islands","Western Pacific",0,0,0,0
2022-02-07,"CK","Cook Islands","Western Pacific",0,0,0,0
2022-02-08,"CK","Cook Islands","Western Pacific",0,0,0,0
2022-02-09,"CK","Cook Islands","Western Pacific",0,0,0,0
2022-02-10,"CK","Cook Islands","Western Pacific",0,0,0,0
2022-02-11,"CK","Cook Islands","Western Pacific",0,0,0,0
2022-02-12,"CK","Cook Islands","Western Pacific",0,0,0,0
2022-02-13,"CK","Cook Islands","Western Pacific",0,0,0,0
2022-02-14,"CK","Cook Islands","Western Pacific",0,0,0,0
2022-02-15,"CK","Cook Islands","Western Pacific",1,1,0,0
2022-02-16,"CK","Cook Islands","Western Pacific",0,1,0,0
2022-02-17,"CK","Cook Islands","Western Pacific",2,3,0,0
2022-02-18,"CK","Cook Islands","Western Pacific",0,3,0,0
2022-02-19,"CK","Cook Islands","Western Pacific",1,4,0,0
2022-02-20,"CK","Cook Islands","Western Pacific",0,4,0,0
2022-02-21,"CK","Cook Islands","Western Pacific",0,4,0,0
2022-02-22,"CK","Cook Islands","Western Pacific",0,4,0,0
2022-02-23,"CK","Cook Islands","Western Pacific",2,6,0,0
2022-02-24,"CK","Cook Islands","Western Pacific",0,6,0,0
2022-02-25,"CK","Cook Islands","Western Pacific",2,8,0,0
2022-02-26,"CK","Cook Islands","Western Pacific",0,8,0,0
2022-02-27,"CK","Cook Islands","Western Pacific",0,8,0,0
2022-02-28,"CK","Cook Islands","Western Pacific",2,10,0,0
2022-03-01,"CK","Cook Islands","Western Pacific",15,25,0,0
2022-03-02,"CK","Cook Islands","Western Pacific",28,53,0,0
2022-03-03,"CK","Cook Islands","Western Pacific",18,71,0,0
2022-03-04,"CK","Cook Islands","Western Pacific",13,84,0,0
2022-03-05,"CK","Cook Islands","Western Pacific",0,84,0,0
2022-03-06,"CK","Cook Islands","Western Pacific",0,84,0,0
2021-12-06,"CR","Costa Rica","Americas",124,567507,3,7315
2021-12-07,"CR","Costa Rica","Americas",56,567563,2,7317
2021-12-08,"CR","Costa Rica","Americas",51,567614,1,7318
2021-12-09,"CR","Costa Rica","Americas",92,567706,6,7324
2021-12-10,"CR","Costa Rica","Americas",118,567824,0,7324
2021-12-11,"CR","Costa Rica","Americas",82,567906,4,7328
2021-12-12,"CR","Costa Rica","Americas",89,567995,4,7332
2021-12-13,"CR","Costa Rica","Americas",74,568069,1,7333
2021-12-14,"CR","Costa Rica","Americas",96,568165,0,7333
2021-12-15,"CR","Costa Rica","Americas",59,568224,0,7333
2021-12-16,"CR","Costa Rica","Americas",81,568305,0,7333
2021-12-17,"CR","Costa Rica","Americas",68,568373,3,7336
2021-12-18,"CR","Costa Rica","Americas",55,568428,0,7336
2021-12-19,"CR","Costa Rica","Americas",110,568538,4,7340
2021-12-20,"CR","Costa Rica","Americas",103,568641,0,7340
2021-12-21,"CR","Costa Rica","Americas",43,568684,0,7340
2021-12-22,"CR","Costa Rica","Americas",71,568755,2,7342
2021-12-23,"CR","Costa Rica","Americas",105,568860,1,7343
